DateTime;AirTemperature;ComfortTemperature;RelativeHumidity;WindSpeed;WindDirection;WWCode;EffectiveCloudCover,,,,,
16Jan2019 8:00:00;-0,70;-0,70;61,50;1,50;10;;5,50
16Jan2019 9:00:00;-0,90;-5,10;57,30;3,60;10;2;6,60
16Jan2019 10:00:00;-0,80;-0,80;58,20;1,50;360;;5,50
16Jan2019 11:00:00;-0,20;-2,80;58,40;2,10;360;;5,50
16Jan2019 12:00:00;0,00;0,00;54,10;1,50;20;;7,10
16Jan2019 13:00:00;0,10;-2,50;57,10;2,10;20;;5,50
16Jan2019 14:00:00;0,80;0,70;58,20;1,50;20;;5,50
16Jan2019 15:00:00;0,60;-2,40;57,20;2,60;330;;5,70
16Jan2019 16:00:00;0,40;-3,50;53,30;3,60;330;;4,50
16Jan2019 17:00:00;-0,60;-5,10;53,10;4,10;310;;4,50
16Jan2019 18:00:00;-1,30;-5,60;56,30;3,60;300;;5,70
16Jan2019 19:00:00;-1,90;-1,90;55,20;1,00;240;;4,50
16Jan2019 20:00:00;-2,50;-6,60;53,40;3,10;310;;4,50
16Jan2019 21:00:00;-2,90;-6,00;57,20;2,10;320;;5,70
16Jan2019 22:00:00;-3,40;-3,40;63,20;1,50;200;;3,0
16Jan2019 23:00:00;-3,40;-3,40;69,40;1,50;220;;5,0
17Jan2019 0:00:00;-3,40;-3,40;72,70;1,50;210;;4,40
17Jan2019 1:00:00;-3,10;-6,20;66,30;2,10;250;;4,0
17Jan2019 2:00:00;-3,30;-3,30;69,40;1,50;220;;2,0
17Jan2019 3:00:00;-3,30;-6,40;72,20;2,10;250;;3,30
17Jan2019 4:00:00;-3,30;-3,30;79,10;1,50;210;71;0,0
17Jan2019 5:00:00;-3,40;-3,40;83,50;1,50;210;22;4,0
17Jan2019 6:00:00;-3,80;-3,80;85,30;1,00;180;2;3,50
17Jan2019 7:00:00;-3,30;-3,30;86,10;1,00;180;71;4,50
17Jan2019 8:00:00;-2,60;-5,60;85,50;2,10;230;70;5,50
17Jan2019 9:00:00;-2,40;-2,40;85,50;1,50;220;70;7,30
17Jan2019 10:00:00;-1,80;-1,80;84,90;1,50;230;70;6,0
17Jan2019 11:00:00;-1,40;-1,40;85,00;1,50;200;70;6,0
17Jan2019 12:00:00;-0,90;-3,60;84,40;2,10;210;70;6,60
17Jan2019 13:00:00;0,00;-3,10;79,10;2,60;210;70;6,0
17Jan2019 14:00:00;0,80;-1,70;75,20;2,10;240;70;6,0
17Jan2019 15:00:00;0,90;-2,10;75,20;2,60;240;22;6,20
17Jan2019 16:00:00;1,70;-1,10;70,50;2,60;250;;3,0
17Jan2019 17:00:00;1,20;-1,20;74,70;2,10;230;;5,0
17Jan2019 18:00:00;1,00;0,90;74,70;1,50;270;;5,20
17Jan2019 19:00:00;0,70;0,60;76,30;1,00;250;;3,50
17Jan2019 20:00:00;0,60;0,50;77,40;0,50;220;;4,0
17Jan2019 21:00:00;0,30;0,30;81,50;1,00;220;;3,50
17Jan2019 22:00:00;0,00;0,00;85,10;1,00;220;;4,0
17Jan2019 23:00:00;-0,50;-0,50;86,40;0,50;160;;4,0
18Jan2019 0:00:00;-0,60;-0,60;85,10;0,50;180;;2,60
18Jan2019 1:00:00;-2,20;-2,20;90,10;1,00;40;;3,0
18Jan2019 2:00:00;-2,40;-2,40;92,20;1,00;50;;0,0
18Jan2019 3:00:00;-1,70;-1,70;90,80;0,50;70;10;0,0
18Jan2019 4:00:00;-2,10;-2,10;92,20;1,00;190;10;0,0
18Jan2019 5:00:00;-1,80;-1,80;92,20;0,50;170;;0,0
18Jan2019 6:00:00;-2,00;-2,00;92,90;0,50;200;10;1,20
18Jan2019 7:00:00;-1,80;-1,80;90,80;1,00;220;10;2,50
18Jan2019 8:00:00;-1,60;-1,60;90,20;0,50;140;10;3,0
18Jan2019 9:00:00;-1,40;-1,40;88,20;1,50;110;10;2,0
18Jan2019 10:00:00;-0,90;-0,90;85,00;1,00;140;10;6,0
18Jan2019 11:00:00;0,30;0,30;82,10;1,00;50;10;6,0
18Jan2019 12:00:00;1,10;1,00;76,40;1,00;40;10;5,70
18Jan2019 13:00:00;1,20;-1,20;75,20;2,10;160;;4,50
18Jan2019 14:00:00;1,30;-1,10;76,40;2,10;150;;4,50
18Jan2019 15:00:00;1,50;-1,40;75,30;2,60;120;10;3,50
18Jan2019 16:00:00;1,60;-0,70;74,20;2,10;150;;3,0
18Jan2019 17:00:00;0,80;-1,70;78,60;2,10;140;;3,0
18Jan2019 18:00:00;0,20;0,20;81,50;1,50;180;10;2,60
18Jan2019 19:00:00;0,10;0,10;81,50;1,50;150;;3,0
18Jan2019 20:00:00;0,20;0,20;80,30;1,00;150;;3,0
18Jan2019 21:00:00;0,20;0,20;79,10;0,50;170;;3,50
18Jan2019 22:00:00;0,20;0,20;79,10;0,50;100;;7,0
18Jan2019 23:00:00;0,00;-3,10;78,50;2,60;140;;7,0
19Jan2019 0:00:00;0,00;0,00;78,50;0,50;170;;6,0
19Jan2019 1:00:00;-0,50;-0,50;81,40;1,50;130;;4,0
19Jan2019 2:00:00;-1,10;-1,10;84,40;0,50;170;;4,0
19Jan2019 3:00:00;-1,40;-1,40;85,00;1,50;140;;3,50
19Jan2019 4:00:00;-1,60;-1,60;85,00;1,00;190;;3,0
19Jan2019 5:00:00;-1,40;-1,40;84,30;1,00;110;;0,0
19Jan2019 6:00:00;-1,30;-1,30;83,10;0,50;190;;4,0
19Jan2019 7:00:00;-1,20;-1,20;83,10;0,50;130;;4,0
19Jan2019 8:00:00;-0,90;-0,90;83,20;0,50;120;;6,0
19Jan2019 9:00:00;-0,50;-0,50;81,40;0,50;170;10;5,70
19Jan2019 10:00:00;-0,10;-0,10;79,60;1,00;130;;5,50
19Jan2019 11:00:00;0,10;0,10;75,60;1,00;150;;5,50
19Jan2019 12:00:00;1,00;0,90;71,40;0,50;110;;6,60
19Jan2019 13:00:00;1,50;1,40;68,40;1,00;90;;5,50
19Jan2019 14:00:00;2,00;1,80;66,50;0,50;210;5;5,50
19Jan2019 15:00:00;2,80;2,50;65,70;0,50;310;5;6,60
19Jan2019 16:00:00;3,40;3,10;64,30;1,50;130;5;4,50
19Jan2019 17:00:00;3,50;3,20;63,40;0,50;170;;2,0
19Jan2019 18:00:00;3,10;2,80;67,70;1,00;100;5;6,30
19Jan2019 19:00:00;2,50;0,30;73,30;2,10;70;10;4,50
19Jan2019 20:00:00;2,20;0,00;76,50;2,10;60;10;5,50
19Jan2019 21:00:00;1,30;1,20;79,30;1,00;50;10;6,80
19Jan2019 22:00:00;0,50;-3,00;83,30;3,10;60;10;4,50
19Jan2019 23:00:00;0,00;-3,10;86,40;2,60;60;;3,0
20Jan2019 0:00:00;-0,80;-0,80;88,90;1,00;50;10;2,60
20Jan2019 1:00:00;-0,60;-3,90;88,90;2,60;70;;3,0
20Jan2019 2:00:00;-1,00;-3,80;88,90;2,10;60;;3,0
20Jan2019 3:00:00;-1,00;-3,80;88,20;2,10;40;10;5,70
20Jan2019 4:00:00;-0,70;-4,40;88,30;3,10;50;10;4,50
20Jan2019 5:00:00;-0,60;-3,30;88,30;2,10;60;10;4,50
20Jan2019 6:00:00;-1,50;-4,30;90,20;2,10;50;10;5,70
20Jan2019 7:00:00;-0,90;-4,20;88,90;2,60;70;10;4,50
20Jan2019 8:00:00;-0,80;-3,50;88,90;2,10;70;10;4,50
20Jan2019 9:00:00;-0,90;-4,20;88,90;2,60;60;10;5,70
20Jan2019 10:00:00;0,00;-2,60;86,40;2,10;60;10;4,50
20Jan2019 11:00:00;1,60;-0,70;79,30;2,10;60;10;4,50
20Jan2019 12:00:00;3,90;1,90;69,40;2,10;50;10;5,70
20Jan2019 13:00:00;4,60;2,30;67,50;2,60;30;;3,0
20Jan2019 14:00:00;6,10;5,60;61,30;1,50;60;;4,0
20Jan2019 15:00:00;7,00;6,40;54,30;1,00;50;;0,0
20Jan2019 16:00:00;7,90;7,20;50,00;0,50;50;;3,0
20Jan2019 17:00:00;6,70;6,20;58,40;0,50;40;;6,0
20Jan2019 18:00:00;6,20;5,60;53,30;1,00;160;;4,30
20Jan2019 19:00:00;5,00;4,50;57,50;0,50;110;;4,0
20Jan2019 20:00:00;2,80;2,60;71,20;1,00;50;;3,0
20Jan2019 21:00:00;3,20;2,90;68,70;1,00;40;;2,60
20Jan2019 22:00:00;1,50;1,40;77,60;1,50;50;;3,0
20Jan2019 23:00:00;0,80;0,70;83,40;1,50;40;;3,0
21Jan2019 0:00:00;0,20;-2,40;84,50;2,10;60;;2,60
21Jan2019 1:00:00;0,00;-2,60;85,10;2,10;50;;3,0
21Jan2019 2:00:00;0,10;-2,50;84,50;2,10;50;;6,0
21Jan2019 3:00:00;0,00;-3,10;84,50;2,60;50;10;5,20
21Jan2019 4:00:00;0,00;-3,60;83,30;3,10;70;;6,0
21Jan2019 5:00:00;0,00;-3,10;83,30;2,60;50;;6,0
21Jan2019 6:00:00;0,00;-4,00;83,30;3,60;60;10;5,90
21Jan2019 7:00:00;0,30;-2,80;82,10;2,60;50;;5,0
21Jan2019 8:00:00;0,60;-1,90;82,10;2,10;60;;5,50
21Jan2019 9:00:00;0,60;-2,40;81,50;2,60;70;10;7,0
21Jan2019 10:00:00;1,10;-2,20;80,40;3,10;60;10;5,50
21Jan2019 11:00:00;1,40;-1,50;83,40;2,60;60;70;6,0
21Jan2019 12:00:00;1,50;-0,80;91,70;2,10;70;70;6,60
21Jan2019 13:00:00;1,70;1,60;94,40;1,50;70;70;6,0
21Jan2019 14:00:00;1,80;-0,50;97,90;2,10;60;68;6,0
21Jan2019 15:00:00;2,10;-0,10;98,60;2,10;50;23;6,60
21Jan2019 16:00:00;2,20;0,00;98,60;2,10;50;60;6,50
21Jan2019 17:00:00;2,20;-0,50;98,60;2,60;60;60;6,50
21Jan2019 18:00:00;2,00;-0,20;98,60;2,10;60;60;6,60
21Jan2019 19:00:00;2,00;-0,20;98,60;2,10;60;60;6,0
21Jan2019 20:00:00;1,80;1,70;99,30;1,50;60;60;6,50
21Jan2019 21:00:00;1,10;1,00;100,00;1,50;60;60;7,80
21Jan2019 22:00:00;0,70;0,70;99,30;1,50;50;60;6,50
21Jan2019 23:00:00;0,60;0,60;100,00;1,00;60;60;6,50
22Jan2019 0:00:00;0,70;0,70;99,30;1,50;50;60;7,80
22Jan2019 1:00:00;0,90;0,80;99,30;1,50;70;21;6,50
22Jan2019 2:00:00;0,80;0,70;100,00;1,00;60;10;5,50
22Jan2019 3:00:00;0,70;0,70;99,30;1,00;50;1;6,60
22Jan2019 4:00:00;0,80;0,70;100,00;1,50;60;10;5,0
22Jan2019 5:00:00;0,70;-1,80;99,30;2,10;60;10;5,0
22Jan2019 6:00:00;0,70;-1,80;99,30;2,10;50;40;6,60
22Jan2019 7:00:00;0,80;0,70;100,00;1,50;60;10;5,0
22Jan2019 8:00:00;0,70;0,70;99,30;1,50;60;10;5,0
22Jan2019 9:00:00;0,80;-1,60;100,00;2,10;70;10;7,10
22Jan2019 10:00:00;1,40;1,30;99,30;1,50;60;10;5,50
22Jan2019 11:00:00;3,10;0,30;99,30;3,10;60;10;5,50
22Jan2019 12:00:00;2,50;-0,10;100,00;2,60;60;10;6,60
22Jan2019 13:00:00;3,60;1,30;98,60;2,60;50;10;5,50
22Jan2019 14:00:00;4,00;1,40;86,80;3,10;360;10;5,50
22Jan2019 15:00:00;4,10;1,20;82,00;3,60;40;10;6,60
22Jan2019 16:00:00;3,30;0,20;86,70;3,60;70;10;5,50
22Jan2019 17:00:00;2,80;-0,10;89,20;3,10;60;10;5,50
22Jan2019 18:00:00;2,70;-0,20;88,60;3,10;50;10;6,60
22Jan2019 19:00:00;2,90;0,40;85,50;2,60;50;10;5,50
22Jan2019 20:00:00;2,60;0,00;86,70;2,60;60;;5,50
22Jan2019 21:00:00;2,30;-0,70;86,60;3,10;40;10;6,60
22Jan2019 22:00:00;2,00;1,90;89,80;1,50;60;;5,50
22Jan2019 23:00:00;2,00;-0,20;91,80;2,10;60;;5,50
23Jan2019 0:00:00;2,20;-0,80;89,80;3,10;30;10;7,10
23Jan2019 1:00:00;1,70;-0,60;91,70;2,10;60;;5,0
23Jan2019 2:00:00;1,40;-1,40;93,70;2,60;60;;5,0
23Jan2019 3:00:00;1,30;1,20;94,40;1,00;60;10;5,0
23Jan2019 4:00:00;0,90;-1,50;95,80;2,10;50;10;5,0
23Jan2019 5:00:00;1,00;0,90;96,50;1,50;60;45;5,0
23Jan2019 6:00:00;1,10;-1,80;96,50;2,60;50;41;7,0
23Jan2019 7:00:00;1,40;-0,90;95,80;2,10;50;10;6,0
23Jan2019 8:00:00;1,30;1,20;94,40;1,50;40;10;4,0
23Jan2019 9:00:00;1,20;1,10;94,40;1,50;40;10;4,60
23Jan2019 10:00:00;2,40;0,20;91,80;2,10;50;10;3,50
23Jan2019 11:00:00;6,10;5,80;75,00;1,50;70;10;3,0
23Jan2019 12:00:00;7,30;6,90;70,10;1,50;20;10;2,0
23Jan2019 13:00:00;8,30;7,90;68,80;1,50;70;5;4,0
23Jan2019 14:00:00;9,10;8,60;61,10;1,50;240;;5,0
23Jan2019 15:00:00;9,70;8,50;59,10;2,10;170;;5,0
23Jan2019 16:00:00;9,10;8,60;61,10;1,50;170;;4,0
23Jan2019 17:00:00;8,30;7,00;65,90;2,10;130;;2,0
23Jan2019 18:00:00;8,30;7,00;65,00;2,10;160;;2,60
23Jan2019 19:00:00;7,30;5,90;73,10;2,10;70;;5,0
23Jan2019 20:00:00;6,60;5,10;76,70;2,10;30;;5,0
23Jan2019 21:00:00;5,20;3,50;82,70;2,10;50;;2,60
23Jan2019 22:00:00;4,40;2,60;85,60;2,10;50;;3,0
23Jan2019 23:00:00;3,70;1,80;88,70;2,10;40;;3,0
24Jan2019 0:00:00;3,60;0,30;87,40;4,10;40;;2,60
24Jan2019 1:00:00;4,70;2,90;82,70;2,10;20;;5,0
24Jan2019 2:00:00;4,80;3,00;80,90;2,10;30;;5,0
24Jan2019 3:00:00;4,20;1,60;83,80;3,10;50;25;4,40
24Jan2019 4:00:00;3,80;3,60;84,30;1,50;50;;5,0
24Jan2019 5:00:00;5,80;2,90;66,80;4,10;160;;5,0
24Jan2019 6:00:00;5,60;3,20;64,40;3,10;150;;4,40
24Jan2019 7:00:00;5,00;3,10;65,70;2,10;130;;4,0
24Jan2019 8:00:00;3,70;3,40;73,50;1,50;40;;4,0
24Jan2019 9:00:00;4,60;2,70;68,50;2,10;70;0;5,70
24Jan2019 10:00:00;5,00;2,20;71,10;3,60;40;;5,50
24Jan2019 11:00:00;5,40;2,70;69,20;3,60;30;;5,50
24Jan2019 12:00:00;6,70;4,30;65,10;3,60;40;;6,60
24Jan2019 13:00:00;7,50;5,20;58,20;3,60;50;;5,50
24Jan2019 14:00:00;7,20;4,60;58,50;4,10;50;;5,50
24Jan2019 15:00:00;6,70;4,00;60,60;4,10;50;;7,10
24Jan2019 16:00:00;6,60;3,70;62,30;4,60;50;;5,50
24Jan2019 17:00:00;6,40;3,60;61,40;4,10;30;;5,50
24Jan2019 18:00:00;6,30;3,50;62,20;4,10;50;;6,20
24Jan2019 19:00:00;6,80;4,80;60,60;2,60;40;;5,50
24Jan2019 20:00:00;6,90;5,00;60,60;2,60;120;61;5,50
24Jan2019 21:00:00;5,90;3,40;75,00;3,60;170;60;6,60
24Jan2019 22:00:00;5,20;3,10;77,00;2,60;160;21;5,50
24Jan2019 23:00:00;5,40;3,70;77,60;2,10;50;;5,0
25Jan2019 0:00:00;5,60;3,60;77,10;2,60;150;2;6,30
25Jan2019 1:00:00;5,80;5,50;73,90;1,50;270;;5,0
25Jan2019 2:00:00;5,70;4,00;73,90;2,10;210;61;5,0
25Jan2019 3:00:00;5,50;3,40;76,00;2,60;200;3;6,60
25Jan2019 4:00:00;4,80;4,50;82,70;1,50;190;60;5,50
25Jan2019 5:00:00;4,60;4,40;85,60;1,00;210;21;5,50
25Jan2019 6:00:00;4,70;4,50;85,70;0,50;240;2;6,60
25Jan2019 7:00:00;4,80;4,60;85,70;1,00;200;;5,50
25Jan2019 8:00:00;4,90;4,70;83,90;0,50;200;;4,50
25Jan2019 9:00:00;5,20;4,90;82,70;0,50;180;1;4,40
25Jan2019 10:00:00;5,90;5,60;76,60;1,00;200;;3,50
25Jan2019 11:00:00;6,70;6,30;69,00;1,00;230;;3,50
25Jan2019 12:00:00;7,70;7,20;64,90;1,00;210;;4,20
25Jan2019 13:00:00;8,10;6,70;59,20;2,10;220;;4,0
25Jan2019 14:00:00;9,00;7,30;53,70;2,60;200;;4,0
25Jan2019 15:00:00;9,00;7,40;59,00;2,60;150;;4,60
25Jan2019 16:00:00;8,30;6,60;60,10;2,60;170;;5,0
25Jan2019 17:00:00;8,30;6,70;63,20;2,60;160;;4,50
25Jan2019 18:00:00;8,10;7,70;65,00;1,00;100;;5,70
25Jan2019 19:00:00;7,40;7,00;68,10;1,00;50;;4,50
25Jan2019 20:00:00;7,80;6,20;70,20;2,60;120;;4,50
25Jan2019 21:00:00;7,30;7,00;74,70;1,50;50;;5,70
25Jan2019 22:00:00;7,70;7,40;73,20;1,50;110;;4,50
25Jan2019 23:00:00;7,80;7,40;69,20;1,50;150;;4,50
26Jan2019 0:00:00;8,10;5,70;60,00;4,10;170;;5,70
26Jan2019 1:00:00;7,60;5,30;62,10;3,60;160;;4,50
26Jan2019 2:00:00;7,50;6,00;63,90;2,10;200;;4,50
26Jan2019 3:00:00;7,70;7,20;59,10;1,50;160;80;5,70
26Jan2019 4:00:00;7,40;5,10;63,00;3,60;160;80;4,50
26Jan2019 5:00:00;5,70;5,40;81,60;1,00;50;80;4,50
26Jan2019 6:00:00;6,90;5,00;66,10;2,60;180;21;7,10
26Jan2019 7:00:00;7,10;4,50;63,80;4,10;160;60;5,50
26Jan2019 8:00:00;6,40;3,80;74,00;4,10;180;60;5,50
26Jan2019 9:00:00;7,30;5,80;66,20;2,10;190;21;7,10
26Jan2019 10:00:00;7,20;4,90;66,20;3,60;150;;5,50
26Jan2019 11:00:00;7,80;6,10;62,20;2,60;170;;5,50
26Jan2019 12:00:00;8,20;6,10;60,90;3,60;170;80;6,60
26Jan2019 13:00:00;8,80;6,80;58,10;3,60;180;80;5,50
26Jan2019 14:00:00;8,10;5,60;64,00;4,60;150;80;5,50
26Jan2019 15:00:00;7,80;5,80;74,80;3,60;170;80;7,0
26Jan2019 16:00:00;5,30;5,10;88,80;0,50;210;80;6,0
26Jan2019 17:00:00;6,20;3,40;76,10;4,60;180;80;6,0
26Jan2019 18:00:00;6,60;4,00;72,00;4,10;210;80;6,60
26Jan2019 19:00:00;6,20;4,60;75,00;2,10;210;25;5,50
26Jan2019 20:00:00;6,10;4,20;75,00;2,60;210;80;5,0
26Jan2019 21:00:00;6,00;4,10;77,70;2,60;200;2;6,20
26Jan2019 22:00:00;5,10;2,70;83,90;3,10;180;60;6,0
26Jan2019 23:00:00;5,40;5,10;81,00;1,00;230;60;6,0
27Jan2019 0:00:00;5,50;5,20;81,60;1,00;100;60;6,20
27Jan2019 1:00:00;5,70;5,40;77,70;0,50;340;2;6,0
27Jan2019 2:00:00;5,50;3,80;78,70;2,10;190;60;6,0
27Jan2019 3:00:00;5,00;4,80;85,70;1,00;40;21;6,20
27Jan2019 4:00:00;5,40;5,10;79,90;1,00;230;;4,50
27Jan2019 5:00:00;4,90;4,60;82,30;1,20;242;;5,20
27Jan2019 6:00:00;4,40;4,20;84,40;1,50;250;;5,80
27Jan2019 7:00:00;4,00;3,80;84,40;0,00;0;;3,50
27Jan2019 8:00:00;3,90;3,70;86,80;0,50;180;;5,0
27Jan2019 9:00:00;3,80;3,60;89,30;0,00;0;2;6,20
27Jan2019 10:00:00;4,70;4,50;85,70;0,50;150;;5,50
27Jan2019 11:00:00;5,10;4,90;83,90;0,50;70;60;5,50
27Jan2019 12:00:00;5,80;5,50;79,90;1,00;60;21;7,10
27Jan2019 13:00:00;5,60;5,30;78,80;1,00;220;60;5,50
27Jan2019 14:00:00;5,70;5,40;76,00;1,00;200;60;5,50
27Jan2019 15:00:00;6,00;5,60;72,90;1,50;210;21;7,10
27Jan2019 16:00:00;6,40;6,00;73,00;1,00;180;25;5,50
27Jan2019 17:00:00;6,50;6,10;70,90;0,50;270;;5,50
27Jan2019 18:00:00;6,50;6,10;71,90;0,00;0;1;6,60
27Jan2019 19:00:00;6,30;5,90;72,90;0,50;210;;5,50
27Jan2019 20:00:00;5,70;5,40;77,70;1,50;70;;5,50
27Jan2019 21:00:00;3,90;2,00;86,80;2,10;60;2;5,20
27Jan2019 22:00:00;3,10;2,90;89,20;1,50;60;;4,0
27Jan2019 23:00:00;2,10;2,00;93,80;1,00;50;;0,0
28Jan2019 0:00:00;1,70;1,60;95,80;1,50;40;10;2,60
28Jan2019 1:00:00;1,70;-0,60;96,50;2,10;60;10;3,0
28Jan2019 2:00:00;1,40;-0,90;96,50;2,10;50;10;3,0
28Jan2019 3:00:00;1,50;1,40;97,90;0,50;20;48;2,60
28Jan2019 4:00:00;1,40;1,30;98,60;1,50;50;10;3,0
28Jan2019 5:00:00;1,40;1,30;98,60;1,50;50;10;3,0
28Jan2019 6:00:00;0,90;0,80;98,60;1,50;60;10;2,60
28Jan2019 7:00:00;1,00;0,90;98,60;0,50;120;45;3,0
28Jan2019 8:00:00;0,30;0,30;98,60;1,50;120;10;3,0
28Jan2019 9:00:00;1,00;0,90;98,60;1,00;50;10;2,60
28Jan2019 10:00:00;2,10;2,00;96,50;0,50;90;10;4,50
28Jan2019 11:00:00;4,60;4,30;80,90;1,50;50;10;2,50
28Jan2019 12:00:00;6,10;4,50;76,60;2,10;80;10;0,80
28Jan2019 13:00:00;7,70;7,30;68,20;1,00;60;45;3,0
28Jan2019 14:00:00;8,00;6,70;68,30;2,10;180;;3,0
28Jan2019 15:00:00;8,40;7,90;64,10;1,50;180;2;3,0
28Jan2019 16:00:00;8,40;7,90;61,90;1,50;200;;3,0
28Jan2019 17:00:00;7,60;7,10;62,10;0,50;200;;3,0
28Jan2019 18:00:00;7,30;6,80;62,90;0,50;230;;3,0
28Jan2019 19:00:00;6,60;6,20;68,00;0,50;180;;3,0
28Jan2019 20:00:00;5,30;5,00;74,90;0,00;0;;2,0
28Jan2019 21:00:00;3,80;3,60;82,00;0,50;40;;1,80
28Jan2019 22:00:00;2,60;2,40;85,40;1,00;40;;0,0
28Jan2019 23:00:00;3,00;2,80;85,50;1,50;30;;3,0
29Jan2019 0:00:00;3,30;3,10;83,70;1,00;30;10;5,20
29Jan2019 1:00:00;3,50;3,30;82,50;1,00;30;;6,0
29Jan2019 2:00:00;3,70;3,50;82,50;0,50;30;10;6,0
29Jan2019 3:00:00;3,80;3,60;82,50;0,50;30;10;5,20
29Jan2019 4:00:00;3,10;2,90;85,50;1,00;30;10;3,0
29Jan2019 5:00:00;2,70;2,50;88,60;0,50;20;10;3,0
29Jan2019 6:00:00;2,30;2,20;90,50;0,50;30;10;3,0
29Jan2019 7:00:00;1,60;1,50;92,40;0,50;30;10;3,0
29Jan2019 8:00:00;1,30;1,20;93,70;1,00;30;10;3,0
29Jan2019 9:00:00;1,70;1,60;94,40;1,00;40;10;1,20
29Jan2019 10:00:00;5,20;4,90;74,90;0,50;50;10;2,50
29Jan2019 11:00:00;6,80;6,30;64,20;1,50;80;5;2,50
29Jan2019 12:00:00;8,30;7,70;55,90;1,00;60;5;1,20
29Jan2019 13:00:00;8,70;8,10;56,00;1,50;240;5;2,50
29Jan2019 14:00:00;10,00;9,20;48,10;1,50;180;;2,0
29Jan2019 15:00:00;10,30;9,60;48,90;2,10;170;;3,50
29Jan2019 16:00:00;10,20;9,50;49,90;2,10;180;;3,0
29Jan2019 17:00:00;9,40;7,70;57,80;3,10;160;;3,50
29Jan2019 18:00:00;8,70;6,90;61,90;3,10;150;;5,20
29Jan2019 19:00:00;8,40;7,90;61,00;1,50;130;;3,50
29Jan2019 20:00:00;7,80;7,30;62,20;1,50;110;;3,50
29Jan2019 21:00:00;7,10;6,70;66,10;1,00;40;;4,60
29Jan2019 22:00:00;6,50;6,10;69,90;1,00;20;;3,50
29Jan2019 23:00:00;5,70;5,40;74,90;1,50;50;;3,50
30Jan2019 0:00:00;6,10;5,70;72,90;1,50;40;;4,0
30Jan2019 1:00:00;5,40;3,30;77,10;2,60;50;;3,0
30Jan2019 2:00:00;4,60;2,40;80,90;2,60;50;;3,0
30Jan2019 3:00:00;4,10;3,90;82,00;1,00;20;;3,0
30Jan2019 4:00:00;4,40;4,10;79,70;1,00;50;;3,0
30Jan2019 5:00:00;5,90;5,50;71,80;1,00;120;;3,0
30Jan2019 6:00:00;4,30;4,00;79,70;1,00;40;;3,0
30Jan2019 7:00:00;4,20;3,90;80,80;1,50;10;;3,0
30Jan2019 8:00:00;3,80;1,40;82,00;2,60;50;;4,0
30Jan2019 9:00:00;4,10;3,90;82,60;1,50;40;10;6,30
30Jan2019 10:00:00;5,60;3,60;77,10;2,60;60;10;4,50
30Jan2019 11:00:00;7,10;5,40;74,10;2,60;50;10;4,50
30Jan2019 12:00:00;8,90;7,60;61,10;2,10;110;;6,30
30Jan2019 13:00:00;9,30;7,00;53,00;4,60;160;;5,0
30Jan2019 14:00:00;9,90;7,70;50,20;4,60;150;;5,0
30Jan2019 15:00:00;9,90;9,20;51,70;1,50;90;;6,30
30Jan2019 16:00:00;9,90;8,30;50,90;2,60;130;;5,0
30Jan2019 17:00:00;9,90;8,10;50,90;3,10;150;;5,50
30Jan2019 18:00:00;9,60;8,90;51,20;1,50;100;;6,60
30Jan2019 19:00:00;8,50;6,80;58,80;2,60;130;;5,50
30Jan2019 20:00:00;7,50;7,00;64,80;1,50;40;;4,0
30Jan2019 21:00:00;7,40;6,90;63,00;0,50;90;;5,70
30Jan2019 22:00:00;7,50;6,00;63,90;2,10;230;;5,50
30Jan2019 23:00:00;7,10;6,70;69,00;1,50;200;;5,0
31Jan2019 0:00:00;6,40;4,50;73,00;2,60;140;;5,80
31Jan2019 1:00:00;5,10;2,70;79,80;3,10;150;;5,0
31Jan2019 2:00:00;5,30;5,00;79,80;1,50;210;;5,0
31Jan2019 3:00:00;5,00;4,70;78,10;1,00;200;;5,20
31Jan2019 4:00:00;4,90;4,60;75,90;0,50;180;;4,0
31Jan2019 5:00:00;4,80;4,50;74,80;1,00;50;;5,0
31Jan2019 6:00:00;5,10;4,70;69,60;1,00;160;;6,20
31Jan2019 7:00:00;5,30;4,90;66,70;0,50;190;;3,0
31Jan2019 8:00:00;4,20;3,90;73,60;0,50;60;;2,50
31Jan2019 9:00:00;5,30;4,90;68,70;0,50;70;0;6,20
31Jan2019 10:00:00;6,20;5,80;66,90;1,00;20;;5,0
31Jan2019 11:00:00;7,60;7,10;61,20;0,50;360;;6,0
31Jan2019 12:00:00;8,20;7,70;60,90;1,00;130;;5,20
31Jan2019 13:00:00;8,90;7,60;58,10;2,10;200;;5,50
31Jan2019 14:00:00;9,10;7,20;59,80;3,60;190;80;5,50
31Jan2019 15:00:00;9,50;7,60;57,80;3,60;170;25;6,60
31Jan2019 16:00:00;9,50;7,50;59,10;4,10;180;;5,50
31Jan2019 17:00:00;7,90;7,60;76,90;1,50;240;25;5,50
31Jan2019 18:00:00;8,90;7,40;65,10;2,60;180;25;6,60
31Jan2019 19:00:00;8,90;7,20;66,10;3,10;170;;4,50
31Jan2019 20:00:00;8,40;6,80;66,00;2,60;160;80;4,50
31Jan2019 21:00:00;8,10;5,90;68,30;4,10;160;3;6,60
31Jan2019 22:00:00;7,90;6,30;67,30;2,60;170;;5,0
31Jan2019 23:00:00;7,40;4,50;68,10;5,70;160;;5,0
01Feb2019 0:00:00;6,90;4,10;73,00;5,10;170;80;6,60
